Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2020,II,Hylocereus undatus,,Caryophyllales,Cactaceae,Hylocereus,JP,CN,,86,200,live,Number of specimens,T,A
2020,II,Hylocereus undatus,,Caryophyllales,Cactaceae,Hylocereus,KE,TH,,,20,live,Number of specimens,T,A
2020,II,Hylocereus undatus,,Caryophyllales,Cactaceae,Hylocereus,KW,NL,,20,,live,Number of specimens,T,A
2020,II,Hylocereus undatus,,Caryophyllales,Cactaceae,Hylocereus,MV,TH,,,100,live,Number of specimens,T,A
2020,II,Hylocereus undatus,,Caryophyllales,Cactaceae,Hylocereus,MY,CN,,,42000,live,Number of specimens,T,A
2020,II,Hylocereus undatus,,Caryophyllales,Cactaceae,Hylocereus,SA,CN,,,200,live,Number of specimens,T,A
2020,II,Hylocereus undatus,,Caryophyllales,Cactaceae,Hylocereus,SG,TH,,,1,live,Number of specimens,T,A
2020,II,Hylocereus undatus,,Caryophyllales,Cactaceae,Hylocereus,TN,TH,,,50,live,Number of specimens,T,A
2020,II,Hylocereus undatus,,Caryophyllales,Cactaceae,Hylocereus,TW,TH,,,76,live,Number of specimens,T,A
2020,II,Hylocereus undatus,,Caryophyllales,Cactaceae,Hylocereus,US,CA,,,116759,live,Number of specimens,T,A
2020,II,Hylocereus undatus,,Caryophyllales,Cactaceae,Hylocereus,US,CN,,,55000,live,Number of specimens,T,A
2020,II,Hylocereus undatus,,Caryophyllales,Cactaceae,Hylocereus,US,TH,,,530,live,Number of specimens,T,A
2020,II,Hylocereus undatus,,Caryophyllales,Cactaceae,Hylocereus,VN,CN,,,90000,live,Number of specimens,T,A
2020,II,Lepismium spp.,,Caryophyllales,Cactaceae,Lepismium,AE,NL,,80,,live,Number of specimens,T,A
2020,II,Lepismium spp.,,Caryophyllales,Cactaceae,Lepismium,CH,DE,,15,,live,Number of specimens,T,A
2020,II,Lepismium spp.,,Caryophyllales,Cactaceae,Lepismium,CH,DK,,45,,live,Number of specimens,T,A
2020,II,Lepismium spp.,,Caryophyllales,Cactaceae,Lepismium,CH,NL,,229,,live,Number of specimens,T,A
2020,II,Lepismium cruciforme,,Caryophyllales,Cactaceae,Lepismium,CH,DE,,1,,live,Number of specimens,T,A
2020,II,Lepismium cruciforme,,Caryophyllales,Cactaceae,Lepismium,CH,DK,,15,,live,Number of specimens,T,A
2020,II,Lepismium cruciforme,,Caryophyllales,Cactaceae,Lepismium,CH,NL,,243,,live,Number of specimens,T,A
2020,II,Lepismium cruciforme,,Caryophyllales,Cactaceae,Lepismium,HK,NL,,12,,live,Number of specimens,T,A
2020,II,Lepismium cruciforme,,Caryophyllales,Cactaceae,Lepismium,KR,TH,,900,900,live,Number of specimens,T,A
2020,II,Lepismium cruciforme,,Caryophyllales,Cactaceae,Lepismium,KW,NL,,20,,live,Number of specimens,T,A
2020,II,Lepismium houlletianum,,Caryophyllales,Cactaceae,Lepismium,CH,NL,,19,,live,Number of specimens,T,A
2020,II,Lepismium houlletianum,,Caryophyllales,Cactaceae,Lepismium,KR,TH,,540,540,live,Number of specimens,T,A
2020,II,Lepismium lumbricoides,,Caryophyllales,Cactaceae,Lepismium,HK,NL,,48,,live,Number of specimens,T,A
2020,II,Leuchtenbergia spp.,,Caryophyllales,Cactaceae,Leuchtenbergia,CH,NL,,1,,live,Number of specimens,T,A
2020,II,Leuchtenbergia principis,,Caryophyllales,Cactaceae,Leuchtenbergia,JP,US,,50,,live,Number of specimens,T,A
2020,II,Leuchtenbergia principis,,Caryophyllales,Cactaceae,Leuchtenbergia,KR,US,,110,,live,Number of specimens,T,A
2020,II,Lophophora diffusa,,Caryophyllales,Cactaceae,Lophophora,AU,TH,,,60,live,Number of specimens,T,A
2020,II,Lophophora diffusa,,Caryophyllales,Cactaceae,Lophophora,CA,TH,,,287,live,Number of specimens,T,A
2020,II,Lophophora diffusa,,Caryophyllales,Cactaceae,Lophophora,CH,TH,,18,18,live,Number of specimens,T,A
2020,II,Lophophora diffusa,,Caryophyllales,Cactaceae,Lophophora,ES,TH,,,2,live,Number of specimens,T,A
2020,II,Lophophora diffusa,,Caryophyllales,Cactaceae,Lophophora,FR,TH,,,12,live,Number of specimens,T,A
2020,II,Lophophora diffusa,,Caryophyllales,Cactaceae,Lophophora,GB,TH,,,6,live,Number of specimens,T,A
2020,II,Lophophora diffusa,,Caryophyllales,Cactaceae,Lophophora,HK,TH,,,3,live,Number of specimens,T,A
2020,II,Lophophora diffusa,,Caryophyllales,Cactaceae,Lophophora,ID,TH,,,490,live,Number of specimens,T,A
2020,II,Lophophora diffusa,,Caryophyllales,Cactaceae,Lophophora,IT,TH,,,1,live,Number of specimens,T,A
2020,II,Lophophora diffusa,,Caryophyllales,Cactaceae,Lophophora,MX,TH,,,1,live,Number of specimens,T,A
2020,II,Lophophora diffusa,,Caryophyllales,Cactaceae,Lophophora,MY,TH,,,1,live,Number of specimens,T,A
2020,II,Lophophora diffusa,,Caryophyllales,Cactaceae,Lophophora,PH,TH,,,4,live,Number of specimens,T,A
2020,II,Lophophora diffusa,,Caryophyllales,Cactaceae,Lophophora,SG,TH,,,387,live,Number of specimens,T,A
2020,II,Lophophora diffusa,,Caryophyllales,Cactaceae,Lophophora,TW,JP,,,52,live,Number of specimens,T,A
2020,II,Lophophora diffusa,,Caryophyllales,Cactaceae,Lophophora,US,CN,,,325,live,Number of specimens,T,A
2020,II,Lophophora diffusa,,Caryophyllales,Cactaceae,Lophophora,US,TH,,,6011,live,Number of specimens,T,A
2020,II,Lophophora diffusa,,Caryophyllales,Cactaceae,Lophophora,US,TH,,,2,live,Number of specimens,T,D
2020,II,Lophophora fricii,,Caryophyllales,Cactaceae,Lophophora,AT,TH,,,1,live,Number of specimens,T,A
2020,II,Lophophora fricii,,Caryophyllales,Cactaceae,Lophophora,AU,TH,,,14,live,Number of specimens,T,A
2020,II,Lophophora fricii,,Caryophyllales,Cactaceae,Lophophora,CA,TH,,,24,live,Number of specimens,T,A
2020,II,Lophophora fricii,,Caryophyllales,Cactaceae,Lophophora,DE,TH,,,13,live,Number of specimens,T,A
2020,II,Lophophora fricii,,Caryophyllales,Cactaceae,Lophophora,FR,TH,,,1,live,Number of specimens,T,A
2020,II,Lophophora fricii,,Caryophyllales,Cactaceae,Lophophora,GB,TH,,,1,live,Number of specimens,T,A
2020,II,Lophophora fricii,,Caryophyllales,Cactaceae,Lophophora,ID,TH,,,16,live,Number of specimens,T,A
2020,II,Lophophora fricii,,Caryophyllales,Cactaceae,Lophophora,NL,TH,,,1,live,Number of specimens,T,A
2020,II,Lophophora fricii,,Caryophyllales,Cactaceae,Lophophora,PH,TH,,,100,live,Number of specimens,T,A
2020,II,Lophophora fricii,,Caryophyllales,Cactaceae,Lophophora,PL,TH,,,2,live,Number of specimens,T,A
2020,II,Lophophora fricii,,Caryophyllales,Cactaceae,Lophophora,SG,TH,,,247,live,Number of specimens,T,A
2020,II,Lophophora fricii,,Caryophyllales,Cactaceae,Lophophora,TH,CA,,2,,live,Number of specimens,T,A
2020,II,Lophophora fricii,,Caryophyllales,Cactaceae,Lophophora,US,TH,,,738,live,Number of specimens,T,A
2020,II,Lophophora williamsii,,Caryophyllales,Cactaceae,Lophophora,AU,TH,,,50,live,Number of specimens,T,A
2020,II,Lophophora williamsii,,Caryophyllales,Cactaceae,Lophophora,CA,TH,,,133,live,Number of specimens,T,A
2020,II,Lophophora williamsii,,Caryophyllales,Cactaceae,Lophophora,DE,TH,,,17,live,Number of specimens,T,A
2020,II,Lophophora williamsii,,Caryophyllales,Cactaceae,Lophophora,ES,TH,,,7,live,Number of specimens,T,A
2020,II,Lophophora williamsii,,Caryophyllales,Cactaceae,Lophophora,GB,TH,,,3,live,Number of specimens,T,A
2020,II,Lophophora williamsii,,Caryophyllales,Cactaceae,Lophophora,ID,TH,,,31,live,Number of specimens,T,A
2020,II,Lophophora williamsii,,Caryophyllales,Cactaceae,Lophophora,IL,TH,,,2,live,Number of specimens,T,A
2020,II,Lophophora williamsii,,Caryophyllales,Cactaceae,Lophophora,JP,TW,,210,,live,Number of specimens,T,A
2020,II,Lophophora williamsii,,Caryophyllales,Cactaceae,Lophophora,MY,TH,,,13,live,Number of specimens,T,A
2020,II,Lophophora williamsii,,Caryophyllales,Cactaceae,Lophophora,NL,TH,,,1,live,Number of specimens,T,A
2020,II,Lophophora williamsii,,Caryophyllales,Cactaceae,Lophophora,PH,TH,,,100,live,Number of specimens,T,A
2020,II,Lophophora williamsii,,Caryophyllales,Cactaceae,Lophophora,SG,TH,,,496,live,Number of specimens,T,A
2020,II,Lophophora williamsii,,Caryophyllales,Cactaceae,Lophophora,TH,JP,,,2,live,Number of specimens,T,A
2020,II,Lophophora williamsii,,Caryophyllales,Cactaceae,Lophophora,TW,JP,,,75,live,Number of specimens,T,A
2020,II,Lophophora williamsii,,Caryophyllales,Cactaceae,Lophophora,TW,TH,,,266,live,Number of specimens,T,A
2020,II,Maihuenia spp.,,Caryophyllales,Cactaceae,Maihuenia,CH,DE,,1,,live,Number of specimens,T,A
2020,II,Maihuenia poeppigii,,Caryophyllales,Cactaceae,Maihuenia,CH,DE,,1,,live,Number of specimens,T,A
2020,II,Maihuenia poeppigii,,Caryophyllales,Cactaceae,Maihuenia,CH,DE,,,1,live,,T,A
2020,II,Maihueniopsis spp.,,Caryophyllales,Cactaceae,Maihueniopsis,TH,IT,,561,,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,AE,NL,DK,10,,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,AE,NL,,7865,,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,AE,NL,,96,,live,Number of specimens,T,U
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,AE,TR,NL,300,,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,AT,KR,,,6000,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,AT,KR,,6000,,live,,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,CH,DE,,21,,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,CH,DK,,4,,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,CH,IT,,416,,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,1200,,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,CN,CZ,,,1,live,,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,GE,IR,,,2800,live,,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,GE,NL,,10,,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,HK,ES,,1,,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,HK,ES,,,1,live,,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,HK,NL,,82,,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,JP,CN,,53688,41664,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,JP,TW,,5,,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,KW,NL,IT,4,,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,KW,NL,,992,,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,NL,DO,,,6000,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,TH,CZ,,,5,live,,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,TH,IT,,3887,,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,TH,JP,,,4,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,TH,NL,,26996,,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,US,DO,,,23000,live,Number of specimens,T,A
2020,II,Mammillaria spp.,,Caryophyllales,Cactaceae,Mammillaria,US,TH,,,1,live,Number of specimens,T,A
2020,II,Mammillaria albicans,,Caryophyllales,Cactaceae,Mammillaria,CH,BE,NL,,15,live,Number of specimens,T,A
2020,II,Mammillaria albicans,,Caryophyllales,Cactaceae,Mammillaria,CH,BE,,48,43,live,Number of specimens,T,A
2020,II,Mammillaria albicans,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,1,,live,Number of specimens,T,A
2020,II,Mammillaria albicoma,,Caryophyllales,Cactaceae,Mammillaria,SG,MY,,,20,live,Number of specimens,T,D
2020,II,Mammillaria albicoma,,Caryophyllales,Cactaceae,Mammillaria,TH,JP,,,1,live,Number of specimens,T,A
2020,II,Mammillaria albilanata,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,368,,live,Number of specimens,T,A
2020,II,Mammillaria albilanata,,Caryophyllales,Cactaceae,Mammillaria,TH,CN,,1000,,live,Number of specimens,T,A
2020,II,Mammillaria albilanata,,Caryophyllales,Cactaceae,Mammillaria,TH,IT,,1130,,live,Number of specimens,T,A
2020,II,Mammillaria anniana,,Caryophyllales,Cactaceae,Mammillaria,CH,DE,,88,,live,Number of specimens,T,A
2020,II,Mammillaria anniana,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,15,,live,Number of specimens,T,A
2020,II,Mammillaria backebergiana,,Caryophyllales,Cactaceae,Mammillaria,CH,DE,,10,,live,Number of specimens,T,A
2020,II,Mammillaria backebergiana,,Caryophyllales,Cactaceae,Mammillaria,CH,IT,,120,,live,Number of specimens,T,A
2020,II,Mammillaria backebergiana,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,2324,,live,Number of specimens,T,A
2020,II,Mammillaria backebergiana,,Caryophyllales,Cactaceae,Mammillaria,DE,CN,,34,,live,,T,A
2020,II,Mammillaria backebergiana,,Caryophyllales,Cactaceae,Mammillaria,HK,NL,,45,,live,Number of specimens,T,A
2020,II,Mammillaria backebergiana,,Caryophyllales,Cactaceae,Mammillaria,JP,GT,,848,,live,Number of specimens,T,A
2020,II,Mammillaria backebergiana,,Caryophyllales,Cactaceae,Mammillaria,KW,NL,,40,,live,Number of specimens,T,A
2020,II,Mammillaria backebergiana,,Caryophyllales,Cactaceae,Mammillaria,NL,CN,,,80,live,Number of specimens,T,A
2020,II,Mammillaria backebergiana,,Caryophyllales,Cactaceae,Mammillaria,NL,GT,,1352,,live,,T,A
2020,II,Mammillaria backebergiana,,Caryophyllales,Cactaceae,Mammillaria,TH,NL,,680,,live,Number of specimens,T,A
2020,II,Mammillaria backebergiana,,Caryophyllales,Cactaceae,Mammillaria,US,DO,,,1000,live,Number of specimens,T,A
2020,II,Mammillaria backebergiana,,Caryophyllales,Cactaceae,Mammillaria,US,GT,,,2904,live,,T,A
2020,II,Mammillaria baumii,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,150,,live,Number of specimens,T,A
2020,II,Mammillaria baumii,,Caryophyllales,Cactaceae,Mammillaria,JP,CN,,4000,2000,live,Number of specimens,T,A
2020,II,Mammillaria baumii,,Caryophyllales,Cactaceae,Mammillaria,KW,NL,,79,,live,Number of specimens,T,A
2020,II,Mammillaria baumii,,Caryophyllales,Cactaceae,Mammillaria,US,CN,,,1000,live,Number of specimens,T,A
2020,II,Mammillaria blossfeldiana,,Caryophyllales,Cactaceae,Mammillaria,US,CN,,,110,live,Number of specimens,T,A
2020,II,Mammillaria bocasana,,Caryophyllales,Cactaceae,Mammillaria,BH,TH,,,145,live,Number of specimens,T,A
2020,II,Mammillaria bocasana,,Caryophyllales,Cactaceae,Mammillaria,CH,IT,,352,,live,Number of specimens,T,A
2020,II,Mammillaria bocasana,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,179,,live,Number of specimens,T,A
2020,II,Mammillaria bocasana,,Caryophyllales,Cactaceae,Mammillaria,JP,GT,,406,,live,Number of specimens,T,A
2020,II,Mammillaria bocasana,,Caryophyllales,Cactaceae,Mammillaria,KR,TH,,,16,live,Number of specimens,T,A
2020,II,Mammillaria bocasana,,Caryophyllales,Cactaceae,Mammillaria,KR,US,,114,,live,Number of specimens,T,A
2020,II,Mammillaria bocasana,,Caryophyllales,Cactaceae,Mammillaria,MV,TH,,,73,live,Number of specimens,T,A
2020,II,Mammillaria bocasana,,Caryophyllales,Cactaceae,Mammillaria,SG,TH,,,2,live,Number of specimens,T,A
2020,II,Mammillaria bocasana,,Caryophyllales,Cactaceae,Mammillaria,TH,IT,,100,,live,Number of specimens,T,A
2020,II,Mammillaria bocasana,,Caryophyllales,Cactaceae,Mammillaria,US,GT,,,1994,live,,T,A
2020,II,Mammillaria bocasana,,Caryophyllales,Cactaceae,Mammillaria,US,TH,,,10,live,Number of specimens,T,A
2020,II,Mammillaria bombycina,,Caryophyllales,Cactaceae,Mammillaria,AU,ZA,,,500,live,,T,A
2020,II,Mammillaria bombycina,,Caryophyllales,Cactaceae,Mammillaria,CH,DE,,40,,live,Number of specimens,T,A
2020,II,Mammillaria bombycina,,Caryophyllales,Cactaceae,Mammillaria,CH,IT,,1,,live,Number of specimens,T,A
2020,II,Mammillaria bombycina,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,355,,live,Number of specimens,T,A
2020,II,Mammillaria bombycina,,Caryophyllales,Cactaceae,Mammillaria,HK,NL,,12,,live,Number of specimens,T,A
2020,II,Mammillaria bombycina,,Caryophyllales,Cactaceae,Mammillaria,KR,US,,125,,live,Number of specimens,T,A
2020,II,Mammillaria bombycina,,Caryophyllales,Cactaceae,Mammillaria,KW,NL,,277,,live,Number of specimens,T,A
2020,II,Mammillaria bombycina,,Caryophyllales,Cactaceae,Mammillaria,NL,ET,,415499,,live,,T,A
2020,II,Mammillaria bombycina,,Caryophyllales,Cactaceae,Mammillaria,TH,IT,,329,,live,Number of specimens,T,A
2020,II,Mammillaria bombycina,,Caryophyllales,Cactaceae,Mammillaria,TH,JP,,,4,live,Number of specimens,T,A
2020,II,Mammillaria bombycina,,Caryophyllales,Cactaceae,Mammillaria,US,CN,,,60,live,Number of specimens,T,A
2020,II,Mammillaria bombycina,,Caryophyllales,Cactaceae,Mammillaria,US,TH,,,1,live,Number of specimens,T,A
2020,II,Mammillaria bombycina,,Caryophyllales,Cactaceae,Mammillaria,ZA,BE,,,320,live,Number of specimens,T,A
2020,II,Mammillaria bombycina,,Caryophyllales,Cactaceae,Mammillaria,ZA,BE,,320,,live,,T,A
2020,II,Mammillaria brandegeei,,Caryophyllales,Cactaceae,Mammillaria,CH,DE,,1,,live,Number of specimens,T,A
2020,II,Mammillaria capensis,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,91,,live,Number of specimens,T,A
2020,II,Mammillaria carmenae,,Caryophyllales,Cactaceae,Mammillaria,CH,DE,,1,,live,Number of specimens,T,A
2020,II,Mammillaria carmenae,,Caryophyllales,Cactaceae,Mammillaria,SG,MY,,,1728,live,Number of specimens,T,A
2020,II,Mammillaria carmenae,,Caryophyllales,Cactaceae,Mammillaria,SG,TH,,,7,live,Number of specimens,T,A
2020,II,Mammillaria carmenae,,Caryophyllales,Cactaceae,Mammillaria,TH,IT,,1714,,live,Number of specimens,T,A
2020,II,Mammillaria carmenae,,Caryophyllales,Cactaceae,Mammillaria,TH,JP,,,45,live,Number of specimens,T,A
2020,II,Mammillaria carnea,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,1,,live,Number of specimens,T,A
2020,II,Mammillaria carretii,,Caryophyllales,Cactaceae,Mammillaria,TH,US,,500,,live,Number of specimens,T,A
2020,II,Mammillaria columbiana,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,28,,live,Number of specimens,T,A
2020,II,Mammillaria columbiana,,Caryophyllales,Cactaceae,Mammillaria,US,DO,,,9000,live,Number of specimens,T,A
2020,II,Mammillaria columbiana,,Caryophyllales,Cactaceae,Mammillaria,US,GT,,,3956,live,,T,A
2020,II,Mammillaria compressa,,Caryophyllales,Cactaceae,Mammillaria,CH,IT,,2,,live,Number of specimens,T,A
2020,II,Mammillaria compressa,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,20,,live,Number of specimens,T,A
2020,II,Mammillaria compressa,,Caryophyllales,Cactaceae,Mammillaria,DE,CN,,5,,live,,T,A
2020,II,Mammillaria compressa,,Caryophyllales,Cactaceae,Mammillaria,HK,TH,,,1,live,Number of specimens,T,A
2020,II,Mammillaria compressa,,Caryophyllales,Cactaceae,Mammillaria,JP,CN,,97976,78756,live,Number of specimens,T,A
2020,II,Mammillaria compressa,,Caryophyllales,Cactaceae,Mammillaria,NL,CN,,,40,live,Number of specimens,T,A
2020,II,Mammillaria compressa,,Caryophyllales,Cactaceae,Mammillaria,SG,TH,,,10,live,Number of specimens,T,A
2020,II,Mammillaria compressa,,Caryophyllales,Cactaceae,Mammillaria,US,CN,,,60,live,Number of specimens,T,A
2020,II,Mammillaria compressa,,Caryophyllales,Cactaceae,Mammillaria,US,GT,,,303,live,,T,A
2020,II,Mammillaria compressa,,Caryophyllales,Cactaceae,Mammillaria,US,TH,,,6,live,Number of specimens,T,A
2020,II,Mammillaria crinita,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,141,,live,Number of specimens,T,A
2020,II,Mammillaria crinita,,Caryophyllales,Cactaceae,Mammillaria,KW,NL,,5,,live,Number of specimens,T,A
2020,II,Mammillaria decipiens,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,216,,live,Number of specimens,T,A
2020,II,Mammillaria discolor,,Caryophyllales,Cactaceae,Mammillaria,TH,CZ,,,1,live,,T,A
2020,II,Mammillaria dixanthocentron,,Caryophyllales,Cactaceae,Mammillaria,AU,ZA,,,500,live,,T,A
2020,II,Mammillaria duoformis,,Caryophyllales,Cactaceae,Mammillaria,DK,DO,,6000,,live,,T,A
2020,II,Mammillaria duwei,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,4,,live,Number of specimens,T,A
2020,II,Mammillaria duwei,,Caryophyllales,Cactaceae,Mammillaria,JP,US,,50,,live,Number of specimens,T,A
2020,II,Mammillaria duwei,,Caryophyllales,Cactaceae,Mammillaria,TH,CZ,,,1,live,,T,A
2020,II,Mammillaria eichlamii,,Caryophyllales,Cactaceae,Mammillaria,CH,IT,,64,,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,AE,NL,DK,8,,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,AE,NL,,1277,,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,CA,GT,,,450,live,,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,CH,BE,,,1,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,CH,DE,,24,,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,CH,DK,,12,,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,CH,IT,,42,,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,2670,,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,GE,NL,,32,,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,HK,NL,,109,,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,JP,CN,,178770,197512,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,JP,TH,,3,3,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,JP,TW,,960,,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,KW,NL,DK,2,,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,KW,NL,IT,4,,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,KW,NL,,966,,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,MU,CN,,,3000,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,NL,CN,,,119800,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,NL,CN,,98327,,live,,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,SG,MY,,,291,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,TH,IT,,868,,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,TH,TW,,200,,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,US,CN,,,137280,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,US,DO,,,243000,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,US,GT,,,6676,live,,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,VN,CN,,,25000,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,ZA,BE,,,320,live,Number of specimens,T,A
2020,II,Mammillaria elongata,,Caryophyllales,Cactaceae,Mammillaria,ZA,BE,,320,,live,,T,A
2020,II,Mammillaria eriacantha,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,2,,live,Number of specimens,T,A
2020,II,Mammillaria eriacantha,,Caryophyllales,Cactaceae,Mammillaria,CN,CZ,,,4,live,,T,A
2020,II,Mammillaria eriacantha,,Caryophyllales,Cactaceae,Mammillaria,TH,CZ,,,4,live,,T,A
2020,II,Mammillaria evermanniana,,Caryophyllales,Cactaceae,Mammillaria,CH,DE,,1,,live,Number of specimens,T,A
2020,II,Mammillaria fittkaui,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,40,,live,Number of specimens,T,A
2020,II,Mammillaria flavicentra,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,19,,live,Number of specimens,T,A
2020,II,Mammillaria formosa,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,95,,live,Number of specimens,T,A
2020,II,Mammillaria formosa,,Caryophyllales,Cactaceae,Mammillaria,TH,CZ,,,2,live,,T,A
2020,II,Mammillaria gasseriana,,Caryophyllales,Cactaceae,Mammillaria,TH,JP,,,3,live,Number of specimens,T,A
2020,II,Mammillaria geminispina,,Caryophyllales,Cactaceae,Mammillaria,CH,DK,,4,,live,Number of specimens,T,A
2020,II,Mammillaria geminispina,,Caryophyllales,Cactaceae,Mammillaria,CH,IT,,2,,live,Number of specimens,T,A
2020,II,Mammillaria geminispina,,Caryophyllales,Cactaceae,Mammillaria,CH,NL,,2,,live,Number of specimens,T,A
